filename,Language,text_english
00075.wav,Chinese,"I went back to my hometown and on the first day, we visited an old man's house. During our conversation, we learned that the old man's calligraphy was particularly good. As soon as I heard this news, I became very interested. The master saw how interested I was and enthusiastically led me to visit his study. As soon as I entered, I saw many beautiful and magnificent handwriting hanging on the wall. I was so surprised that I opened my mouth wide and couldn't help but sigh. I also wanted to write such beautiful words. The master immediately took out a piece of rice paper and started writing. I saw his momentum like a rainbow, his writing was very decisive, and he had perseverance. After laughing a few times, he wrote a few words. Upon closer inspection, I noticed the words' Endless Learning 'written on the paper. At this moment, my grandfather spoke earnestly to me,' Learning is endless on a child's life journey. You should always maintain a humble and eager to learn attitude in all aspects of life, including acquiring knowledge, improving personal cultivation, and so on. You should not be arrogant or complacent, but continue to pursue more knowledge and higher realms. It is our way of writing, just like how I write calligraphy. '. Every day when I write an extra painting, it brings me an extra sense of connection, and there will always be new things waiting for you to learn and discover. Uh huh. I can write such excellent fonts now without my daily learning. Even now, I am still constantly learning and improving. Speak up, the old man gave me that word, which deeply touched me and made me determined to study hard and make progress every day."
00076.wav,English,"I went to Iceland with a few friends. It was a trip. We had been planning since the beginning of the school year. And we were all so excited to finally experience the natural beauty of the unique country. We landed in a we landed it earlier in the morning and even from the plane, I could already see the incredible lines with mountains. And endless fields of rocks covered in moss. On our second day, he drove out to a place called a national park. The driver was please take him. There were stretches of empty roads means nothing but nature around us. We even stopped it as the few place to take pictures of the waterfalls and mountains in the distance. Once we reached reach there, I was struck by how worse and open it was. The park is where the NASA place of North America. And you are some meat. And it felt uh, specialist beers standing be too into consist. We spent the day hiking along the trails, talking in the beauty views of the lakes and rivers. At one point, we come across a small palace that legs were hidden in waterfall. The water was crystal clear and it was cool filled who missed our face, and at least to the nearby. It was so peaceful. There was no one else. Run tries the sound of water falling and opposite. Tripping off. Whereas my friends and I sat here for a while, just enjoying the quiet beauty of the place. I remember thinking how rare it was to find such a perfect sport. Your arms, you seemed untouchable by time."
00077.wav,English,"In may of this year, I went to a concert of my favorite idol. It was the first time I traveled alone to a foreign country, just for a long awaited appointment. The decision was made in a hurry. I made up my mind only a month or so. Before the concert. And I had to prepare all the things for going abroad by myself. It was a stressful and anxiety ridden process, but happiness I had been waiting for sustain me through it all at concert. I met my idol who i've loved for a long time, shining brightly on the stage and fans who love them as much as I do, waving their sports sticks and singing along with them. At this concert, I heard one of my favorite songs which inspired me when I was lost for the smile, the brown with tears. The moment is the face again. Let's go now. When I was at concert, the vivid vitality of my favorite idols standing on the stage was contagious to me. I came running across the obstacles. And the moment I saw them all the hard work during the preparation this separated, living only happiness. I don't regret this trip brought along, because the brave enjoy the world first."
00078.wav,Chinese,"Last autumn during the National Day holiday, I went to Hangzhou to interview a friend I hadn't seen in many years. This trip was very special for me because Hangzhou is a place I've always wanted to go to but haven't. And this friend from Hangzhou is my high school classmate. Since we started college, we have been busy on our own and haven't seen each other again. That morning, I sat out of the high-speed train window in Hangzhou and the scenery gradually changed from the bustling city to green mountains and waters. Along the way, I was full of anticipation. When I arrived in Hangzhou, my friend picked me up at the station. At the moment we met, we both smiled, as if we were back in high school. He took me to the old street he recommended, which is a very quiet pedestrian street lined with old houses and small shops. He said it preserves his memories of two years in college and is one of his favorite places. We first sat down on the street and drank a bowl of hot osmanthus lotus root powder, which had a faint sweetness and osmanthus aroma, and then felt a warmth of home. I slowly walked on the old street and looked at the small stalls selling handicrafts. My friend told me a story about what happened during his two-year stay here during the reign of Emperor Yu. He said he didn't always come when he was sad or happy. This pedestrian street is for relaxing and leisure activities. I looked at his smile as if I could see what he looked like on this street at the time. In the afternoon, we went to West Lake, and the willows by the lake had already turned slightly yellow. The lake was shimmering with golden light in the sunlight. We rented a small boat and slid slowly to the center of the lake, where the wind was light and cool. It seemed like we had talked a lot about his college life, his hobbies, and his plans for the future. We also talked about the bits and pieces of high school days when we stayed up late to memorize manuscripts and went out to play together. Time passed quickly, as the sunset gradually set and the lake was dyed orange red. That night, we had dinner at a small restaurant by the lake. Although it was just a home cooked meal, it was particularly delicious without the company of old friends. After dinner, we took a walk by the lake, watching the distant lights reflecting on the surface of the lake, like countless stars scattered in the water. I took a deep breath and felt that the tranquility and beauty of this moment would forever remain in my memory."
00079.wav,English,"I travel to Europe with my family this summer, leaving behind many heartwarming stories in the process. One night in Munich, my family and I had drinks at royal court. Be a horse. Because of the brewery reputation, guests from all over the world enjoyed drinking at the tables. It was the first time I drank a little of beer in one night. And because I was spending time with my family, I just felt warm and happy. We enjoyed the local specialties of Munich, such as pop knuckles and white sausages. There were not only guests, but also to local musicians. And the atmosphere was very happy. I was chatting with my family about family matters. But suddenly, a familiar music came to my ears. And that is the classic Chinese song. The moon represents my heart. I was so excited to hear the so called hometown sound in a foreign country after my family. And I quietly enjoyed the song. We know that it was ordered by some colleagues who were having a party at another table. We raised our glasses in the air and offered each other good wishes. It was a warm and human moment that I will never forget."
00080.wav,Chinese,"Last year, I heard about a hidden village in Sichuan, which is rarely visited by tourists and is completely surrounded by mountains. Driven by curiosity, I made up my mind to explore with my friends. When we arrived at the village, it was already evening. The village was located deep in a dense bamboo forest, and the houses were made of wood and green bricks, looking like relics preserved from ancient times. The village used very little electricity, and every household relied mainly on oil lamps for lighting. The villagers are often very curious about foreign tourists, but they are all very friendly. Several villagers invited me to their homes for a meal and rest. After dinner, the old man began to tell a legend about a village that was once the habitat of a hermit. He had a magical ability to summon animals in the mountains with a bamboo flute. It is said that this kind of creaking sound can not only attract deer and birds, but also heal injured animals. I am very curious about this. Requesting the elderly to visit the assistant of the hermit. The old man took me to a small house behind the village, where there was indeed an ancient bamboo flute placed. I carefully picked up the flute and tried playing it. However, something unexpected happened when the sounds of birds and deer came from outside. The old man smiled and nodded, saying that this was the magic of this flute. Although I cannot fully believe in the authenticity of this legend, the experience of that night remains unforgettable to this day. That flute seems to hold some mysterious power and has become an eternal mystery in my heart."
00081.wav,English,"In counting worms. It was a freezing winter day. The wind was blowing, blowing like a knife across my face. I had just experienced a major setback at work. And my mood mood was extremely low. Walking on the deserted street, I didn't know where I should go. When I passed by a coffee shop, the warm light there seemed to have a in have an in its is play k boss attraction and I couldn't help, but walking the shop was filled with a rich aroma of coffee. And so, smoothie music was flowing in the air. I found a corner and sat down, ordering, ordering a cup of coffee, trying to calm myself down. Just then a girl come over. She has long black hair and bright eyes with a warm smile on her face. Hello, may I sit here? She pointed to the seat of seat. Oppo opposite me. It I was a bit surprised but still needed. After the girl sat down, we started chatting. Her voice was pretty gentle, and her was were full of love of life and a positive attitude. She shared with me her travel experiences, the good books she had read. And the interesting people she had met in her never never narration. I seem to see a colorful world, a world without troubles and setbacks, only endless beauty and hope. Before I knew it, I my mood, my mood had gradually improved. When we were about to leave the girl hand, handed me a piece of paper with a sentence right on it. There will always be tough times in life. But please believe that something wonderful is all is about to happen. I watched her walking away, and my heart was full of emotion. Since then, whenever I encountered difficulties and setbacks, II always think of think of that girl and her words. She is like one way warm Ray of sunlight. Ing illuminati in the past and ahead of me. In my darkest moments, this chance encounter has become an unforgettable experience in my life. It has made me us understand that even in the coldest winter, there will be warmth. As long we feel. And um, discover our hearts. There is beauty everywhere in life."
00082.wav,Chinese,"In the second half of my sophomore year, I visited my high school classmate in Xi'an, Shaanxi. He is studying civil engineering at Chang'an University. My civil engineering classmates in China are often ridiculed, and he is no exception. I often joke about his major. He planned to take me on a tour of Xi'an, but later our plan changed. We went to another city in Shaanxi Province, Baoji City, because we considered that there were too many people in Xi'an and holidays, so we went to other cities. And he was already tired of visiting Xi'an, so we unanimously decided to go to a new place, Baoji City. We bought station tickets back and forth from Xi'an to Baoji, mainly because the hard seats were sold out. Baoji is indeed an 18 tier small city, and hotels of the same specifications are several times more expensive in Beijing. When we arrived at the station, what we saw was desolation. We saw the roads and high-rise buildings under construction, and sure enough, the ride hailing services here were very inconvenient and difficult to book, but taxis were also too expensive. So we took the bus out to play, which was also run down. It was still very hot in summer, and we didn't even want to turn on the air conditioning inside the bus. The only place worth visiting was the Bronze Museum. When we arrived at the Bronze Museum, we were already very tired. Although the Bronze Museum looked particularly magnificent, we didn't have the energy to visit anymore. So we found a seat to rest for a while, and the mood to visit was gone. In the end, we took a quick look and the only thing that left the deepest impression on us was his tripod like appearance. Then we went back to the hotel. As soon as we arrived, we didn't want to go out and hadn't seen each other for a long time. So we stayed in the hotel for two days, playing games. We took a nap during the day, ordered takeout until noon, and played games until late at night. On this trip, we went to a bronze museum. Finally, when we left, we went to the bustling night market and wanted to eat some snacks to make up for our regret. However, the homogenization of snacks here was too severe and there was no distinctive feature. After a long wait for roasted pig trotters, the taste was mediocre and can only be described as tasteless. Minxin, who we have been waiting for a long time, has no taste without chili, but after adding chili, there is only a little bit of spiciness left. My own trip can only be described as a bit regretful, but I am also visiting my old friend. Anyway, it is acceptable."
00083.wav,English,"When I was in middle school, I went on a trip to Yunnan. It was supposed to be a very happy holiday. Um, but after we visited Shangri la and returned to Kunming, my younger brother suddenly developed an air infection. I really love the beautiful scenery of Yunnan, especially Shangri la. We spend the first 2 days in there, and we visited the national park, admire the clean water of lake. And I even try the local special food, sustainable. My brother and I both especially enjoy the horseback riding. And the instructor carefully selected gentle horses for us. However, when we finish our stay in Shangri la and return to Kunming, my brother began to feel severe pain in his ear. At first, we thought it was just a common ear disk uncomfort. But soon he developed fever and was in such pain that he held his air, even while sleeping at night, we quickly took him to the nearest hospital where the doctor diagnosed him with a cute t vs media, a requiring immediate treatment. Our parents were very worried, and after observing my brother's condition, on the day, without any significant improvement, we had to make a tough decision and to end the trip early and return home as soon as possible. Uh, under the doctor's guidance. Uh, and ah after applying several courses of ultimate, his condition gradually improved, although the trip didn't uh, end as perfectly as we hope. It made me realize that the health and happiness of my family are the most important thing."
00084.wav,English,"A story is the adventure at the old bookstore on a lazy, sunny afternoon. I was wandering aimlessly on the street. By accident, I turned into a rather out of the way alley that it was filled with an old smile. And as as if time had slowed down there, suddenly, an old basketball came an old bookstore came in too well. The bookstore was simple and messy with several yellow, the books placed randomly Jone ban in is is applicable. Erection. I walked closer to the bookstore and started rummage it through the books. A worn out old book with a damaged cover, caught my attention. Just as I picked up this book to examine if it carefully. And an old voice came from beside me. Young man, you like this book, too. I looked up and saw an old man with gray hair smiling at me. The old man was sitting on a small store beside with a loon in his eyes. That that was both profound and wise. We started chatting about this book, and the old man told the story behind it, which was a Legend about courage, perseverance, and dreams. I was completely captivated. As if I had, then has been taken into another world. As the chat went deeper, I discovered that the old man had a rich life experience. He used to be a brave adventure, having traveled, having traveled to many place where few people had been. He was also a scholar who loved reading and had profound insights into various kinds of knowledge. His stories gave me a new understanding and perception of life. Before I knew it, I it was already getting dark. I said goodbye to the old man and left the alley with a with that old work. And heart of a harvest. This this chance encounter was like a bright star in polluting, illuminating my ordinary life. Since then, whenever I see this, that old book, II always think of that afternoon. The older bookstore, full of stories and admirable old men. It has made me understand there are surprises and miracles everywhere in life. As long as we have a heart that is good at Discovery."
00085.wav,Chinese,"Last summer, I went to Hangzhou specifically for the beautiful scenery of West Lake. This was my first time going to Hangzhou, and I had only seen his appearance in books and movies before. On the day I arrived, it rained slightly, and the entire West Lake was shrouded in a thin mist, making it even more mysterious and poetic. Walking on the Su Causeway, along the winding path, one can occasionally see the willows on the shore gently swaying in the breeze, causing ripples on the water surface as if beckoning to me. Later, I rented a small hand rowed boat and slowly rowed towards the center of the lake. The boatman is an elderly man over sixty years old, and he happily told me the story of the White Snake with a smile on his face. When Xu Xian and Bai Niangzi met at the Broken Bridge, he pointed to the distant suspension bridge and sighed, 'Ah, it's there that the legend really makes people believe in love.'. At that moment, I felt like I had traveled back thousands of years to Jiangnan. At noon, I went to Louwailou to try authentic Hangzhou food, and ordered West Lake Fish in Vinegar Sauce and Fried Shrimps with Longjing Tea. When the waiter brought it up, I saw that the fish meat was fresh and tender, with a moderate sour and sweet taste, while the shrimp had a refreshing tea aroma, which really made my appetite boil. During the meal, I happened to see West Lake outside the window, and even the mood of eating became particularly beautiful. In the afternoon, I decided to climb the Leifeng Pagoda. From the top of the pagoda, I could see the entire West Lake in full view. The shocking feeling was indescribable in words. The distant mountains undulate, the nearby lake shimmers, and the surrounding tourists seem to have become embellishments in the painting. In the evening, I strolled in Hefang Street, where there were many snack stalls, and I tasted several kinds of snacks, especially a traditional Dim sum called Dingsheng Cake. It was soft, glutinous, sweet, and memorable. As I was walking, I also came across a handicraft shop where the owner enthusiastically introduced Hangzhou's silk culture. I bought a handmade embroidered scarf as a souvenir and felt that this trip was even more perfect. Today, I climbed the Leileilei Peak Tower, went to the Hangzhou food in the building outside the building, tasted local Hangzhou food, and went to the snack street to taste all kinds of Dim sum, especially Dingsheng Cake, which was just a few days' trip to Hangzhou, and let me experience the tenderness and charm of Jiangnan. Although I felt a bit reluctant when I left, I know this memory will always stay in my heart."
00086.wav,English,"Last summer I visited Boston for a short getaway. It was my first time in this in this city. And I was excited to his role in history and culture. I started my trip by walking the freedom trails, a path, a path that take me, take you through some of most historic side in the city, along the way, I saw a famous program, a rivers house and old North church. And I learned a lot about the American revolution. I also serve as final. How? Where I heard street performers playing Jazz music, the south of their its instrument mixed with the chatter of stories, created a lively atmosphere. The next day, I visited Harvard University in the nearby. Cambridge, walking through the campus. I felt a sense of inspiration. It was like stepping into a world where ideas and innovations through3. I spent some time in the Harvard Museum of Natural History, looking at habits of fossil and dinosaur skeletons. The museum was quiet, and the air inside smell like old wood and dust, which made it feel even more like a place of Discovery. In the evening, I had dinner as a small seafood restaurant by the harbor, enjoying a place of fresh lobster while watching the sunset all over the water. The city has a vibrant, red crown, calm energy. And it's made me realize how much there is to learn. And its parents in places with such deep history."
00087.wav,Chinese,"When I was a child, I was an extremely introverted child. In class, I always sat silently in the corner watching my classmates play and laugh, but I didn't dare to join in. I was afraid of being rejected and embarrassed, and this fear followed me like a shadow, causing me to miss many beautiful times. I remember once my class organized a speech competition, and watching my classmates confidently step onto the podium and give passionate speeches, my heart was filled with envy. I wish I could bravely stand in front of everyone like them and express my ideas. However, when the teacher asked me if I was willing to participate, I lowered my head and dared not answer. I was afraid that I would be too nervous to speak and afraid that my classmates would mock my timidity. This experience has made me even more disappointed with myself. I feel like a failure, but the turning point of fate often happens unintentionally, on a sunny afternoon. I accidentally came across a book about courage and growth in the library. The protagonist in the book gradually grew from a timid and afraid person to a brave and strong one. His story deeply moved me, and I began to reflect on myself. Why couldn't I face my fears bravely like him? I have decided to change myself. Since then, I have been actively communicating with my classmates. Although I was nervous at first, I forced myself to persevere. I participated in school club activities and tried to express my opinions in front of everyone. Gradually, I found that I was no longer so afraid of socializing with others, and my confidence gradually increased. However, the path of growth was not smooth sailing. When I was in high school, my family encountered a major upheaval. My father's business failed, and the family fell into financial difficulties. Watching my parents work hard for a living filled me with guilt and anxiety. I felt that I should take some responsibility for the family, so I began to use my spare time to work and earn money. Although those days were tough, they also taught me to be strong and independent. I understand the hardships of life and cherish every opportunity to learn even more. I study hard and hope to change the fate of my family through my own efforts. After the college entrance examination, I was admitted to an ideal university where I continued to work hard, actively participate in various social practice activities, and constantly improve my abilities. I also joined a volunteer team to teach in impoverished areas and help children in need. This experience has deeply impressed me with the joy and significance of helping others. Now that I have graduated from college and entered the workforce, looking back on the past, I am filled with emotions. The difficulties and setbacks of the past have now become precious treasures in my life. I am no longer the timid child, but a brave, strong, and confident person."
00088.wav,English,"I've never caught covid 19, which seems pretty lucky into this world. Back in early 2020, when the pandemic first started spreading globally, I was still in high school. Suddenly, the news was all about the virus and our school announced a shutdown switching or classes to online learning. We all felt pretty uneasy and scared at that time, uh, at the um pandemic, uh, spreading our city went into lockdown. My family set up a strict preventive issues such as washing hands frequently. Uh, we remarks and keeping social distance during this period, uh, I started learning how to cook and tried out all sorts of recipes. The kitchen became a lab, and every day I come up with new dishes. And during the second wave of pandemic, I decided to join the volunteer groups to uh, help the elderly and vulnerable in our community. We delivered, essential, supplied and help them with daily tasks. Even though it was a small act, saying their smiles made me feel that my efforts were worth it. However, the pandemic didn't end as quickly as we hoped. As restriction is the end, life started getting back to normal. Many of my relatives and friends got coffees 90, uh, some even more than once. Um. Despite this, I never get infected or felt any symptoms. Uh, I could often look back on that unique period during the panic, uh, reflecting on how on period deputable life can be and hurry. Zillion people are."
00089.wav,Chinese,"A few years ago, I was idle during my vacation and happened to come across some short videos about mountain climbing. I thought that since I was still idle, I might as well go hiking to exercise my body and experience the feeling of ancient literati climbing to the top of the mountain and seeing the small mountains. So I packed my bags and headed straight to Mount Taishan, Shandong Province. After arriving at Tai'an, Shandong Province, where Mount Taishan is located, I went to the Confucius Temple first to get a better understanding of Confucius. Later on, I also tried some local delicacies, and most of the dishes tasted pretty good, except for a poorly made fish that made me a little nauseous. Since I want to see the top of Mount Taishan Mountain at sunrise and dawn, I will sleep in the hotel until 12:00 p.m. after dinner and prepare to climb Mount Taishan Mountain in the early morning. I purchased a disposable raincoat, flashlight, and a hiking stick in advance at the foot of the mountain. It took me almost 10 minutes to climb from the bottom to the ticket office, which further increased the difficulty of climbing down the mountain in my eyes. Although it was early in the morning when climbing Mount Taishan, there were still many tourists on the way. The sunrise of Mount Taishan Mountain can really inspire tourists to keep going with flashlights all the way, and they will not say anything about their hard work. However, I have set a goal of not sitting down and resting. Maybe it is to let me climb Mount Taishan Mountain, which makes me very excited. I really achieved this goal. When I climbed to Nantianmen, it started to rain lightly in the sky, and nearby tourists and businesses who were resting took cover. I was also grateful for preparing to buy a raincoat in advance. Although my raincoat is thin, I am already sweating all over when I climb the mountain. The cooling of the rain makes me feel at ease. After almost four to five hours, I successfully climbed to the top of the mountain. Well, unfortunately, there was a thin mist on that day, and I couldn't bear to witness the spectacular sunrise. After touring the mountaintop, I happened to board an open cable car and descend halfway up the mountain, then take a bus back to the foot of the mountain. On the way to the bus, I also fell asleep unconsciously due to excessive fatigue."
00090.wav,English,"Since I was a kid, i've always had a deep interest in sketching and drawing uh, our one summer in high school. Uh, I signed up for the sketching trip organized by my school. Uh, the the destination was a farmhouse deep in the mountains of Guizhou province. Our group uh included a professional instructor and a bunch of like minded friends. The instructor was a uh, recently required a college professor who not only had a wealth of experience, but also the passion for art. He told us he wants us to capture the signs that uh, moves us most, and emphasize that the essence of art is truth, goodness, and beauty. On the set the second day, something dramatic happened. I accidentally twist my ankle and the flat ground at the base, which meant I couldn't go out with the others to sketch. I feel like I was missing out. Anna. Valuable learning opportunity. But the instructor didn't look over me. And he suggests that I focus on sketching at the base and capture the beauty around me. So I started to combine the composition techniques that I have learned from studying. Un and carefully observed every plants and trees around me. Even though I couldn't go out, I still found plenty of beauty things to draw at the base. En. Such as AA they pulled sunlight glittery through the leaves and a peaceful life in the farmhouse with chickens and dogs. And even the busy fixtures of my friends all become subjects for my sketches. The 6th day of learning quick. Kelly came to the end and everyone showcase their work to my surprise in the instructor mentioned me specially in his summary, he said the student who gain the most from the trip is the one who got uh, injured. I realize that the true essence of art might be to fill every detail of life with my heart and capture those moments that move me with uh, my pen."
00091.wav,Chinese,"Ah, my girlfriend and I went to Universal Studios the other day, and it was a very interesting place. We played all the projects there, and then we had delicious pork ribs. We really like the Harry Potter exhibition area. We went on trips such as Bull and Horse Flying, Forbidden Journey, and many wonderful and fun projects. We did take photos there and these projects left us with deep memories. We experienced all the projects in one day, which was very rare. We also played many children's activities at the same time, such as the Minions and Kung Fu Panda. We thought these activities were very fun, and we even took some time to have a delicious meal. They were available at both the Three Broomsticks and the Drifter Pavilion, but we chose the Drifter Pavilion because there were so many people with Three Broomsticks. We were really happy because it was our third anniversary. We had a very smooth day and even took a photo with the Minions. We also did many fun things. So I feel really great. Well, finally, we lost our mobile phone at the door before leaving Universal Studios, and we were very excited, very sad, very sad, right? Then we found the staff, and the staff told me that we said our mobile phone had been kept by them, and then we were very happy to get it back. So right."
00092.wav,Chinese,"Last year, I had the privilege of spending a few days in Austin, Texas. The main purpose of this trip was to visit some old friends, and Austin itself attracted me because it is known as the world's live music capital. After arriving, I couldn't wait to experience the unique charm of this city firsthand. On the first night, my friends and I walked out of the famous Sixth Street, which is known as the music heart of Austin. Around the street, there were various music sounds, and almost every bar and caf é had bands or singers performing. Different styles of music blended together, including jazz, blues, rock, and even folk, and every corner was full of vitality. There are also some street performers on the streets who attract a lot of audience during their performances. We also stopped and sat in the nearby restaurant, tasting local cuisine, watching the musicians' performances, and feeling the passionate and creative atmosphere. At night, the crowd on the streets is increasing, and everyone dances and laughs to the rhythm of the music, as if the whole city is celebrating life. The most interesting thing was that I was also pulled onto the dance floor and danced with a group of strangers. Although I am not good at dancing, the feeling of freedom and happiness completely immersed me in it. Afterwards, we went to a famous food truck park in Austin, where the food trucks offered a variety of delicacies, including Mexican Tacoma BBQ and hamburgers. I tried the very famous tower in the local area, but its taste is really wonderful. The crispy outer skin of Taco is filled with fresh and tender beef, vegetables, spices, and some other things I don't know, with a rich taste that makes me feast on it. After finishing our meal, we also had a few chilled beers and sat on the benches in the park, watching the people around us chat and gather, feeling a relaxed and happy atmosphere. Austin's cuisine, like music, is full of creativity and diversity, giving people endless surprises."
00093.wav,Chinese,"Last autumn, I went to Tianjin to visit a high school classmate who is currently studying at Tianjin University. We haven't seen each other for several years, and this gathering made me very excited. He lives in the dormitory of Tianjin University, where the campus is shaded by green trees and filled with a youthful and vibrant academic atmosphere. After arriving in Tianjin, my classmate warmly took me to visit his campus. Tianjin University has both modern teaching buildings and many historic buildings. The lakes and tree lined roads on campus make people feel very comfortable. We visited the library he often goes to, where the environment is quiet and full of knowledge. He told me that many times he would spend here, burying himself in studying all day long. At lunch time, we went to a snack bar near the school to taste authentic Tianjin food, such as Goubuli steamed bun, pancakes and fruits, which gave me a big feast. My classmate also recommended Fried Dough Twists in Tianjin. In the afternoon, we went to the Fifth Avenue in Tianjin. There are many old buildings walking on the Fifth Avenue. It seems that I have gone back to the last century and felt the unique atmosphere of the combination of ancient and modern. Then we went to Jingyuan, which was the place where the last emperor Puyi once lived. Jingyuan is lined with green trees and has a blend of Chinese and Western architectural styles, which are very elegant and peaceful. We sat on the garden bench here, chatting about our future plans and dreams, as if time had returned to the days when we were still high school students. In the evening, we went to Tianjin Eye, which is a famous Ferris wheel in Tianjin. As the Ferris wheel slowly rises, the beautiful scenery of the entire city can be seen in full view. The distant Haihe River shines brightly in the sunshine, and the towering buildings and structures of the city complement each other. That moment filled me with love for this city. This trip to Tianjin not only allowed me to experience the beautiful culture of the city, but more importantly, it helped me reconnect with my old friends. The scenery, people, and cuisine of Tianjin make me linger and forget to leave."
00094.wav,Chinese,"You know one day I and my girlfriend went to Britain together and we ate the French friends there and we felt very sad because the French friends are very, uh, it's taste, taste not very good and we eat some uh brunch there and the brunch is much uh better than Chinese breakfast。 And we also eat highly low in in London。 And you know Heidi Lau，there has many uh uh there has no uh server in Heidi Lau and we feel very sad about that。 So we go to another hot pot，hot rods，um store or restaurant to have uh the Sichuan hot pot。 And the hot pot is very spicy，and that is the the the most tasty one that I have eaten。 Uh，so I have I have eaten。 So you know that the hot pot in London is very where it is very excellent and I have never tasted such a good hot pot like this before. Um. Next so we will we feel very happy uh on the first day we land in London。 So you know I'm very happy and to be next step，go to the Oxford and we also go to the Cambridge to to to you know take the boot to view the campus，the view to view view the campus of uh Cambridge and Oxford。 So I must say is very beautiful and we don't feel very happy on that day because we can I get the permission into these two Top college。"
00095.wav,Chinese,"A few days ago, I visited a nursing home to see my high school physics teacher, who is one of the people I respect the most. He not only taught me physics knowledge, but also made me understand the meaning of science and the attitude towards life. I heard that he moved to a nursing home after retirement, and I have always wanted to go to I found. Finally, on a winter afternoon, I embarked on this journey with full respect and entered the courtyard of the nursing home. At a glance, I saw a familiar figure. Professor Wang sat on a bench in the yard, wearing a reading gown and holding a book in his hand. He was engrossed in reading the pages with reading glasses, and the sunlight shone on his slightly hunched body, making him appear particularly quiet. Standing in front of him, I shouted softly. Teacher Wang looked up and was stunned for a moment before recognizing my smile. It was on his face and bloomed. His voice was as gentle as ever. He stood up and patted my shoulder, just like before, with warm thoughts. Finally, he led me into his room. Although it was simple, it was not very tidy. Professor Wang poured me a cup of hot tea, and we sat down by the window, chatting about our lives over the years. Professor Wang's retirement life is still very fulfilling. He persists in reading every day and even tries to write articles, organizing his decades of teaching experience. He took out a notebook and showed it to me, which was densely filled with formulas and thoughts, with clear and neat handwriting. Although his legs and feet are not as good as before, his brain still needs to be used. Learning is a lifelong pursuit. The eyes of the calligrapher and painter shone with light, and their love for knowledge moved me deeply. I am filled with emotions. We talked for a long time, from the current situation of the Spring Festival Gala to life choices. He always gently encouraged me and shared his experience. Time flies by so quickly that I had to walk with him to the door, stand under the sunset, pat my shoulder, and work hard. The future belongs to you young people. As I step out of the nursing home, the afterglow of the sunset falls on the road, and my heart is filled with emotion and strength. Professor Wang's life is like an open book. He has shown me through his actions that growth is not only about pursuing external success, but also about maintaining inner persistence and desire. At that moment, I further established my direction."
00096.wav,English,"Uh. W is a uh my friends and I decided to go hiking. Are lifes not true. Uh, we left early and the weather was sunny. The waves of mountains were beautiful. Uh, how we are. We suddenly here, a faint cry. So at first, we thought it was just a win, but uh, it got louder and sound like someone needed help. So, we followed the sound and found a small goat trapped in some rocks. It seems that it it just lost its way and couldn't escape. So we quickly decided to help it. And I used a rope for my backpack to pull the ghost out. Um. He looked at us and then run back to the region. I realize that uh we didn't just save an animal, but we showing show the teamwork and courage in a a tough situation. So, uh, we continue to the Top. And we there was invited. So, uh, we feel I feel very good. Um. Dad. A so I learn that's even a small act of help can help a big difference. And I became more respectful of nature and life. And is a a really wonderful day. So we can do something uh, very meaningful."
00097.wav,Chinese,"Last week, I went to IKEA Orphanage to visit the little boy I met during my college volunteer service, Haohao. It was a quiet winter afternoon with gentle sunshine and a faint meaning mixed in the air. When I walked into the familiar courtyard, Haohao was sitting on the swing, bowing his head and focusing on playing with a building block doll. I called out his name, and he looked up for a moment before revealing a big smile. He put down his toy and ran over to hug me. An Ge. His voice carried a familiar joy. One more than one has told me that he has grown much taller than I remember, but his bright eyes are still filled with the innocence unique to children. We sat in a corner of the yard chatting, and he told me that he had recently developed a love for painting. Excitedly, he ran back to his room and took out a picture book to show me. Opening the book, he found some immature yet vivid paintings depicting life in an orphanage. Dean, grandmother, cat, friends, and a painting of a person wearing a volunteer vest, jawad Harshal， He pointed to the painting and shyly said, 'This is a sour and warm feeling in the hearts of you and me, An Ge.'. I told him that he drew very well and should persevere. Nodding vigorously, his eyes filled with anticipation. As I was leaving, he tightly held my hand and said, 'An Ge, will you come back again?'. I crouched down and looked at him, solemnly answering that I would definitely bring your Uncle Wang with me to come and see you. Leaving the orphanage, I couldn't help but look back. Okay, stand at the door and wave at me. The sunshine shines on her small figure, writing that it is particularly warm. At this moment, I understood. Accompanying and caring may be the most important strength I can give him. Originally, Haohao's innocence and bravery also gave me more insights into life."
00098.wav,Chinese,"Last weekend, my friends and I were planning to participate in a hiking trip, with the goal of a forest. The weather was quite gloomy that day, with light rain and slippery roads. It was quite difficult for us to walk. Uh, but we didn't just want to give up because of this. Instead, we enthusiastically continued to move forward. However, as we walked, we found ourselves lost. We didn't know the road next to us, and it was quite unfamiliar. The mud under our feet grew more and more, and then it started to fog up. Our vision became increasingly blurred, and we kept looking for the right way, but we couldn't be sure if we were going the right way. Just when we were feeling a bit hopeless, we suddenly noticed a small stream ahead. We knew we could find the right way out by following the current, so we carefully followed the stream and finally found our way back to the starting point after a few hours. Although everyone is exhausted, the feeling of successfully returning to the mainland after challenging our limits is incredibly satisfying. After returning home, we all felt very fulfilled and learned many skills on how to calmly think and solve problems in difficult situations. So this trip has made me deeply realize in society that no matter how many unknown difficulties lie ahead, the important thing is not to give up and persevere, so that we can definitely clear the fog and find our way home. Yes, that's right."
