filename,Language,text
00066.wav,Chinese,"上个假期我去了塞班岛旅游，
那确实是一个让人流连忘返的地方。
为了这次塞班岛之行，我们提前做了不少功课，
在塞班岛的活动非常丰富，
最吸引我的就是潜水和丛林探险。
第一天我们来到了军舰岛，
我报名参加了一个浮潜之旅，
首先我们坐快艇抵达到了岛上，换上了浮潜设备，
跟着教跟着潜水教练一起潜入了水中。
水下的世界
真是让人赞叹不已。
各种色彩斑斓的鱼在
珊瑚丛中
穿梭，
导游还特地带我们去了一个海龟聚集的地方，
看到海龟在水中优雅地游动，
这些都是我从来没见过的场景。
接下来的一天，
我去了丛林探险，
塞班岛的热带雨林充满了神秘感，
我和领头人选择了一条蓝洞的路线，
这条路线穿过茂密的森林，
一路上能看到许多
当地特有的植物和鸟类，
在
这条路线
前进的时候，我们站在悬崖边俯瞰，
能看到海水冲击岩石它形成的天然洞穴，
蓝色的海水在阳光下
闪着迷人的光芒，属实让人惊叹啊。
在塞班岛不能错过的还有它的美食，
岛上有许多融合了当地的美国风味的料理。
我特别喜欢当地的椰子蟹，
餐厅的老板还教我们如何正确的吃这种
大型的螃蟹，
螃蟹，蟹肉鲜嫩多汁，
配上当地特色的蘸料，味道别有一番风味。
在最后一天，
我还体验了塞班岛著名的日落，
来到岛上的最高点，
鸟岛观景台
等待着太阳西沉，
坐在悬崖边看着太阳慢慢落入海平线，
心中充满了宁静和满足。
这次塞班岛之旅，
让我领略到了大自然大自然的瑰丽和丰化丰富的文化体验。
我离开他时
真有些不舍，
希望我还有机会再次来到这个美丽的岛屿。
"
00067.wav,Chinese,"那是一个阳光明媚的周末，我决定去拜访我的好朋友李明，
他住在城市的另一端，
是一个我很少去的地方，
我们已经有好几个月没有见面了，
所以这次拜访对我来说意义重大，
我提前一天就规划好了路线，
确保不会错过任何重要的交通信息。
清晨我穿上了最喜欢的
蓝色衬衫，
带上了一些自制的饼干作为礼物，
这都是李明最喜欢的。
出门前我还特意检查了天气预报，确保不会遇到突如其来的暴雨，
乘坐地铁，
我穿梭在城市的脉络中，
耳边是车厢里人们的低语和列车的轰鸣声。
嗯我的心情既兴奋又紧张，
想象着我们重逢的场景，地铁穿过隧道，
阳光透过窗户洒在我的脸上，
温暖而舒适。
终于我到达目的地，我走过地铁站以前是一条蜿蜒的小路，两旁种满了郁郁葱葱的树木，
我沿着小路走去感受着微风拂过脸庞，
that at all
远处花朵的香气，
我的心情也随之放松了下来。
李明的家是一座温馨的小别墅，
门前有一个小小的花园，里面种着它精心照料呃花朵，我按下了门铃，不久门就开了，
李明的笑容映入我眼帘，
我们拥抱了一下，她接过我手中的饼干，
连声感谢我们坐在客厅的沙发上聊起了各自的近况。
李明告诉我，他最近开始学习园艺，
还给我展示了他新种的几株植物，
我则分享了工作上和学习上的一些曲折和挑战。
啊我们的话题跳跃从过去的回忆到未来的规划时间仿佛在这一刻停止。
午休时我们
品尝了李明亲手做的
呃面条，
搭配我带来的饼干，味道出乎意料的好。
午后我们一起在
花园里散步吧，
讨论着各种植物的生长习性，
夕阳西下我告别了黎明，踏上了回家的路，虽然身体有些疲惫，但心里却是满满的温暖和
满足。
这次拜访不仅让我重温了旧日的友情，也让我体验了一次愉快的城市探险。
在回家的地铁上，我已经开始期待下一次的相遇。
"
00068.wav,Chinese,"嗯上学期
我们学校就是北京大学举办了校长杯足球比赛，
这是一个院队之间的比赛。
嗯我作为北京邮电大学国际学院的院队队长，
我带领球队一路过关斩将获得了冠军，
而其中最让我深印象深刻的一场比赛是决赛，
就是比赛刚刚开始，我们就由于防守失误先被对面进了一个
后来又因为
呃对面有一个
啊就是感觉他是传球，但是他失误了一脚就掉向球门，然后
那个球是直上直下，然后
门将
也就判断失误，然后没有判断清球的距离，也就落到球门里边，就开场20分钟我们就丢了两两颗球，
然后大家就士气比较低沉。
嗯我作为队长，我就大喊着鼓励队友，让他们
呃积极一些，就告诉他们这没有什么事，咱们实力比他们强，不用害怕。
所以
在上半场快结束的时候，
然后我们获得了一个角球，
呃我发出了角球，
直接转向了球门，虽然也有一些运气的原因吧，但是
转向球门，
然后我们上半场以2:1的结2:1的比分结束，
结束上半场，
然后啊到了下半场我们就越战越勇，
然后因为我们整体实力更强，然后加上我们追回来一颗球，就相当于吹起了反击的号角。
我们下半场先是
嗯对面的一次犯规，我们获得点球点球打进，
然后之后又在一次混战中我们的船中，
然后造造了对面一个乌龙球，
加上最后我又
在边路啊连连过两人，
然后内切射门打入死角，
啊就是唉非非常非常激动，
虽然已经过去了半年，但是我想起来现在想起来依然发生在昨天历历在目，
最终我们是4:2的比分战胜了对手，
然后获得了校长杯的冠军。
这也是我除了高中
啊班赛冠军以外的第二个冠军。
然后同样的也是那个队长的身份，
我感觉
我非常非常开心，然后这次全程参与到了比赛，并且为
球队做出了非常非常大的贡献。
然后我们国务院也展现出了非常团结的一面，
我们最后战胜了
其他
对一路披荆斩棘，过关斩将，然后没有输一场比赛，
以全胜的
战绩获得了冠军。
"
00069.wav,English," As I stepped into the old bookshop, 
the scent of age, paper and laser building, 
enveloped me like a worm hog. 
I have visited this place countless times
 as a child, 
often dragging my mother alone, 
lost in the world of stories. 
Today I was returning alone, 
searching for a piece of my past. 
The shopkeeper
 MR. Wang was still there. 
His silver hair and gentle smile unchanged. 
He looks up from behind the counter. 
His eyes lighting up. 
Ah, I remember you. 
You used to call me with your mother. 
Always looking for adventure stories. 
I nailed it
 a wave. 
Just floating over me. I'm looking for something special today. I said, 
my voice trembling, slightly. 
Sunshine. 
To remind me about her. 
Mister wang expression softened. 
He guided me to the corner filled with forgotten tales. 
As we browsed, 
he shares stories about each book's journey. 
I feel bittersweet, joy, 
remembering my mother's laughter. 
As he read to me, it is very sharp. 
Finally, I found it
 worn copy
 of
 the adventure of Tom Sawyer. 
It was the last book she read to me before she passed away. 
Tears brimmed in my eyes as I held it to
 close as I held it close. 
Thank you, mister. 
Wang, I whispered. 
He smiled knowingly. 
Books have a way of keeping memories alive
 as alive as I left. 
The weight of sadness lifted slightly, 
replaced by worms
 of cherished memories. 
I knew I would return
 carrying
 part of her with me. 
"
00070.wav,English," Back in 2021 my family and I went to Sanya. 
As soon as I arrived
 as a hotel, 
I couldn't wait to rush to the seaside, 
because our hotel was beside the beach. 
So I can
 quickly run to the seaside in my swimming tracks, 
looking at the sparking sea. 
I couldn't help shouting. 
I'm coming
 with excitement. 
I jumped into the water, 
fill in the cool sea water, 
and bathing in the sunshine. 
My stress was released instantly
 after swimming in the sea for a while. 
I saw someone playing c moto nearby, 
watching them, 
driving one by one on the sea. 
Byebye. 
And it
 raise my interest. 
Nana. 
With a nervous and excited feeling. 
I got on the
 jet
 under the
 gardens of the staff. 
After several
 attempts, 
I gradually found the rest of my skills. 
Then
 I started to let myself go
 and drove at full speed on the sea. 
When I was having a good time, 
I accidentally
 overturned the motto
 and fell into the sea. 
The cold water
 woke me up. 
And
 under the guidance
 of my Coach, 
I drove slowly back to the shore. 
But this little accident
 didn't affect my happy mood at all. 
I was really happy during this trip to Sanya. 
And the
 I want to back to Sanya
 more time. 
Nasa. 
"
00071.wav,English," In 2017, 
I visited Paris. 
It was a city I had always wanted to see. 
I arrived early in in the morning at the airport
 and went straight to my hotel near
 have the tour. 
I was so excited that I decided to start
 exploring right way. 
The first place I went to was the exile tower. 
It was still morning. 
So there were not too many people. 
I took my time to look at this one
 uh, from the ground before taking the
 I will later up
 when I reach the Top, 
the view was amazing. 
I could see the whole city with the
 seen the river and
 all
 beauty streets. 
I stayed there for a long time, just looking at everything and feeling so happy to be in Paris. 
The sun was shining and
 is
 felt like a dream come true. 
After visiting the Eiffel Tower, I walked to the lower museum. The museum is huge and I knew
 I would not be able to see everything
 in one day. So I choose a few famous
 PCs to c
 the Mona Lisa was much smaller than x
 it. 
But I was still so special to see it in real life. 
I also loved
 in the victory. 
And
 other things, 
walking through the museum feels like I was traveling back in time, 
surrounded by so many beautiful and old things. 
"
00072.wav,English," It was
 it was a time I
 back to a
 to shows and
14 and
 it has been years since we came altogether with my family, 
we go to uh renew and ask the lakeside
 cabin. 
And
 I remember
 the lake was surrounded by towering pines. 
We have been years to
 reunion together. 
I felt a mixture of joy and anxiety in the air. 
But we still connected, as we once did. 
It's the sun dipped by
 the horizon, 
cast in the golden hue over the lake. 
We share stories and memories around the fire. 
My cousin, Sarah
 os. 
Joke teller, 
had everyone in the search with her impressions. 
I felt the worms of billowing wash over me. 
Laughter echoing into the night, 
yet missed the drawer. I noticed my uncle
 sitting quietly on the edge of the dock, 
staring into the water. 
He had lost his wife a year ago. 
And though she's he smiled at times, 
the sadness in his eyes was palpable. 
Ok. 
I felt a pound of sorrow for him, 
knowing how difficult was to navigate the leaves
 of grief, 
gathering my courage. 
I walked over and sat behind him. 
He yang Cosme. 
Want to talk? 
I asked gently, 
he looked at me, 
surprise, flicking in his eyes. 
We spoke about Sunday may
 sharing stories
 that made a smile and cry. 
In that moment, I felt a connection deeper. 
The annual laughter shared around life, 
love and loss. 
It was a reminder the family bonds can heal if the most
 profound wounds. 
"
00073.wav,English," As the autumn leaves begin to turn golden and crisp. 
I found myself filled with a sudden urge to revisit my past. 
It has had been years since I had graduated from
 elementary school. 
But the memories of my teacher and classmates. 
Still, Leonard warmly
 in my heart, 
among them, 
missis dong. 
My first grade teacher held a special place. 
She was not just a teacher. 
She was a monitor, 
a Guide and a friend, 
her patience and kindness
 had natured my love
 for learning and shaped my character
 with each passing day in college. 
I realized
 more and more how much she had influenced me. 
One sunny afternoon, I decided to take a trip back to my old elementary school. 
The familiar gaze and playground greeted me with a sense
 of North Korea. 
Walking down the
 corridor, 
I could almost
 hear the echoes of my childhood laughter, 
and the sound of me stones, gentle voice, 
Guiding us through lessons. 
When I reached her classroom, 
I hesitate for a moment, 
wondering if she would remember me, 
taking a deep breath and knocked on the door
 to my delight. 
Miss stone's face lead
 up
 with recognition and warmth as she opened it. 
Oh, it's you she exclaimed. 
Her eyes twinkling. 
Was try. 
How hard? 
Vubnimimim
 was sat down in the classroom, 
surrounded by the same desk and chairs
 that had once held
 our
 young for dreams. 
Missus dong asked me about my college life, 
my major and my future plans. 
I shared with her
 of my experience, 
my achievements and even my struggles. 
She listened intently, offering words of wisdom and encouragement as always. 
As we talked, 
I noticed how little she has had changed. 
His smile was still as bright. 
Her eyes still as kind. 
And her passion
 for teaching still as burning. 
It was as if
 time has stood still
 in her classroom, 
preserving
 the warmth and love that she had always gave us. 
Before I left missis dong
 hands, 
handle handed me a small book, 
filled with notes and messages she had written for me. 
This is for you, she says softly. 
Remember, no matter where you are go, 
or where you do, 
always stay true to yourself and keep push
 through in your dreams. 
Well, it's really impressed me a lot. 
And that's my, sorry. 
"
00074.wav,English," Last summer, I visited my cousin who lives near the beach. 
It was one of the best vacations I have ever had. 
My cousin's house is in a small town by the sea, 
very quiet and peaceful. 
When I arrived, the first thing I noticed was the
 fresh sea and the sounds of the waves, my cousin was waiting for me and we spent the afternoon catching up. 
The horse was cozy
 with lots of plan, 
plants and big windows, 
where you could see the
 ooo. 
Every morning I woke up early and wake up
 and walk along the beach at that time. 
The beach was almost
 empty and it feels like it was just for us. 
The sand was
 cool under our feet and the waves touched our tones as we walked. 
Sometimes
 we would pick up
 seashells and I loved seeing the different colors and shapes. It was such a simple thing to do, but I
 made me feel really happy and relaxed one day. 
We returned to small boat and
 went out to sea. 
My cousin knew how to say, and I just enjoy sitting here, 
washing the water and feeling the wind, sadly. 
So
 dolphins, 
there were a few of
 them seeming not far from our boat. 
They jumped out of the water and
 I had never seen
 dolphins in real life before and it was amazing
 to see them up close. 
It feels like something you only
 see on TV but it was happening right in front of us. 
"
00075.wav,Chinese,"我回了趟老家，
在第一天
我们去了一个老爷爷家里做客，
在交谈中得知
老爷爷的毛笔字写得特别好，
我一听
听到这个消息，
我便产生了极大的兴趣。
老爷见我如此感兴趣，
便兴致勃勃地领着我去他的书房里面参观。
我一进去
便看到
墙上有很多
漂亮且恢宏的字迹
挂在上面。
我被惊讶到
张大了嘴，
并且
不禁发发出了感慨，
我也想写出这么好看的字，
老爷随即便
拿出一张宣纸写了起来，
只见他气势如虹，
下笔十分果断，
前有韧劲，
在
哈哈大笑了几声之后，
便写出了
几个字来。
我仔细一看，
发现
纸上面写着学无止境4个大字，
这时老爷爷便语重心长地对我说道，
孩子
人生路上学无止境，
你应该在
生活的各个方面，
包括
对于知识的获取，
个人修养的提升
等等等等，
都应该始终保持着谦逊好学的态度，
不能骄傲自满，
应该持续的去追求更多的知识
和更高的境界，
是我们的
就像我
写毛笔字一样，
米。
我每天多写一幅画，
都会有
都会对我
带来多一种的感应，
永远都会有新的东西等待你去学习和发现。
嗯嗯。
我现如今
能写成这么优秀的字体，离不开我一天天的学习，
直到现在我仍在不在不断
学习，不断进步。
说吧，
老爷爷便把那幅字送给了我，
这件事也让我感触十分深刻，
也让我下定了决心，
好好学习，
天天向上。
"
00076.wav,English," I went to
 Iceland with a few friends. 
It was a trip. We had been planning since the beginning of the school year. 
And we were all so excited to finally experience the natural beauty of the unique country. 
We landed in
 a
 we landed it earlier in the morning and
 even from the plane, 
I could already see the incredible lines with mountains. 
And
 endless fields of
 rocks covered in moss. 
On our second day, he drove out to a place called
 a national park. 
The driver was please take him. 
There were stretches of empty roads means nothing but nature around us. 
We even stopped it as the
 few place to take pictures of the waterfalls and mountains in the distance. 
Once we reached
 reach there, 
I was struck by how worse and open it was. 
The park is
 where the
 NASA
 place of North America. And
 you are some meat. 
And it felt
 uh, 
specialist beers standing be too into consist. 
We spent the day hiking along the trails, 
talking in the beauty views of the
 lakes and rivers. At one point, 
we come across a small palace that legs were hidden in waterfall. 
The water was crystal clear and it was cool filled
 who missed our face, and at least to the nearby. 
It was so peaceful. There was no one else. 
Run tries the sound of water falling and
 opposite. 
Tripping off. 
Whereas my friends and I sat here for a while, 
just enjoying
 the quiet beauty of the place. I remember thinking how rare it was to find such a
 perfect sport. 
Your arms, you seemed untouchable by time. 
"
00077.wav,English," In may of this year, 
I went to a concert of my favorite idol. 
It was the first time I traveled alone to a foreign country, 
just for a long awaited appointment. 
The decision was made in a hurry. 
I made up my mind
 only a month or so. 
Before the concert. 
And I had to prepare all the things for going abroad by myself. 
It was a stressful and anxiety ridden process, 
but happiness I had been waiting for sustain me through it all
 at concert. 
I met my idol
 who i've loved for a long time, 
shining brightly on the stage
 and fans who love them as much as I do, 
waving their sports sticks and singing along with them. 
At this concert, 
I heard one of my favorite songs which inspired me when I was lost
 for the smile, the brown with tears. 
The moment is the face again. 
Let's go now. 
When I was at concert, 
the vivid vitality of my favorite idols
 standing on the stage
 was contagious to me. 
I came running across the obstacles. 
And the moment I saw them
 all the hard work during the preparation this
 separated, 
living only happiness. 
I don't regret this trip brought along, 
because
 the brave enjoy the world first. 
"
00078.wav,Chinese,"去年秋天在国庆假期期间我去了杭州，
采访了一个
多年未见的朋友，这次旅程对我来说非常特别，因为杭州是我一直想去还没有去
去的地方。
而这位杭州而这位朋友是我的高中同学，
我们自从上大学后就各自忙碌，再也没有见面。
那天我一早坐上去杭州的高铁车窗外景色从繁华的城市逐渐变成青山绿水，
一路上我充满期待，
到达杭州后朋友在车站接我，我们见面的那一刻
彼此都笑了，仿佛回到了高中时光。
他带我去了他
推荐的那条老街，那是一条非常安静的步行街，
两旁
是老旧的房屋和小商铺，他说这里保留了他
在大学时期两年的记忆，是他最喜欢的地方之一。
我们在街边首先坐下喝了一碗热乎乎的桂花藕粉，那种淡淡的甜味和桂花的香气，然后
感受到了一种家的温暖。
我慢慢走在老街上看着那些卖手工艺品的小摊，
朋友给我讲述了他在
这里两年
大禹之际发生的故事，
他说他没当
难过时或有什么开心的事情都会来。
这条步行街
散心游玩。
我看着他的笑容仿佛也看到了他
当时在这条街的样子，下午的时候
我们去了西湖，
湖边的柳树已经微微泛黄，
湖水在阳光下闪烁着金色的光芒，
我们租了一只小船慢悠悠地滑到湖心，湖面上风很轻，
带着淡淡的凉意，
好像和我们聊了很多关于他的大学生活，他的兴趣爱好，
还有他对未来的打算。
我们也聊起了高中时点点滴滴那些我们一起熬夜背稿，一起出去玩的日子时间过得很快，
夕阳渐渐西沉，湖面上被染上一片橙红色。
那天晚上我们在湖边的小饭馆吃了一顿晚餐，
虽然只是一顿家常菜，但没有老朋友的陪伴，显得格外美味。
饭后我们散步在湖边，
看着远处的灯火，
倒映在湖面上，
像是无数的星星洒落在水中，我深吸一口气，
感觉这一刻的宁静和美好将永远留在我的记忆中。
"
00079.wav,English," I travel to Europe with my family this summer, 
leaving behind many heartwarming stories in the process. 
One night in Munich, 
my family and I
 had drinks at royal court. 
Be a horse. 
Because
 of the
 brewery reputation, 
guests from all over the world
 enjoyed drinking at the tables. 
It was the first time I drank a little of beer in one night. 
And because I was spending time with my family, 
I just felt warm and happy. 
We enjoyed the local specialties of Munich, 
such as
 pop knuckles
 and white sausages. 
There were not only guests, 
but also to local musicians. 
And the atmosphere was very happy. 
I was chatting with my family about family matters. 
But suddenly, 
a familiar music came to my ears. 
And
 that is the classic Chinese song. 
The moon represents my heart. 
I was so excited
 to hear the so called hometown sound
 in a foreign country
 after my family. And I
 quietly enjoyed the song. 
We
 know that
 it was ordered
 by some colleagues
 who were having a party at another table. 
We raised our glasses in the air
 and offered each other good wishes. 
It was a warm and human moment
 that I will never forget. 
"
00080.wav,Chinese,"去年我听说了四川一个隐秘的村庄，
这个地方几乎很少有游客到访，
完全被群山环绕着。
在好奇心的驱使下，
我下定决心和朋友一起去探索一番。
当我们抵达村庄的时候已经是傍晚时分了，
这个村庄坐落于一片茂密的竹林深处，
房屋都是用木材和青砖建成的，
看起来像是从古代保存下来的遗迹，
村子里很少用电，家家户户主要还是靠油灯来照明。
村民们对外来的游客经常感到十分好奇，
但他们都十分友善，有有几有有几位村民邀请我到他们家用餐休息，
饭后老人开始讲述一个村庄的传说，
传说这个村庄曾是一个隐士的栖息地，
他有一种神奇的能力可以用竹笛召唤山间的动物。
据说这种吱笛声不仅可以引来鹿和鸟，还能够治愈受伤的动物，
我对此感到是非常好奇。
面向老人请求去看看那位隐士的助理。
老人带我到村后的一个小屋，里面的确摆放着一支古老的竹笛，
我小心翼翼地拿起笛子试吹了一下。
然而
意想不到的事情发生了，
外面竟然传来了鸟儿和鹿的声音，
老人微笑着点了点头，
说这就是这只笛子的神奇之处。
虽然我无法完全相信这个传说的真实性，但那个夜晚的经历让我至今难以忘怀。
那支笛子仿佛蕴藏着某种神秘的力量，
也成为我心中永远的谜。
"
00081.wav,English," In counting worms. 
It was a freezing winter day. 
The wind was blowing, 
blowing like a knife across my face. 
I had just experienced a major setback at work. 
And my mood mood was extremely low. 
Walking on the deserted street, I didn't know where I should go. 
When I passed by a
 coffee shop, 
the warm light there seemed to have a in
 have an in its
 is play k boss
 attraction and I couldn't help, but walking
 the shop was filled with a rich aroma of coffee. 
And so, 
smoothie music was flowing in the air. 
I found a corner and sat down, 
ordering, ordering a cup of coffee, trying to calm myself down. 
Just then a girl come over. 
She has long black hair and bright eyes
 with a warm smile on her face. 
Hello, may I sit here? She pointed to the
 seat of seat. 
Oppo opposite me. 
It I was a bit surprised but still needed. 
After the girl sat down, we started chatting. 
Her voice was pretty gentle, and her
 was
 were full of love of life and
 a positive attitude. 
She shared with me her travel experiences, the good books she had read. 
And the interesting people she had met
 in her never never
 narration. 
I seem to see a colorful world, a world without troubles and setbacks, 
only endless beauty and hope. 
Before I knew it, I my mood, my mood had gradually improved. 
When we were about to leave the girl hand, handed me a piece of paper with a
 sentence right on it. 
There will always be tough times in life. 
But please believe that something wonderful is all
 is about to happen. 
I watched her walking away, 
and my heart was full of emotion. 
Since then, whenever I encountered difficulties and setbacks, 
II always think of
 think of that girl and her words. 
She is like
 one way warm Ray of sunlight. 
Ing
 illuminati in the past and ahead of me. 
In my darkest moments, 
this chance encounter
 has become an unforgettable experience
 in my life. 
It has made me us understand that even in the coldest winter, 
there will be warmth. 
As long we feel. 
And um, 
discover our hearts. 
There is beauty everywhere in life. 
"
00082.wav,Chinese,"大二下半学期我去陕西西安拜访了我的高中同学，他就读于长安大学，他是学土木的。
在中国土木系同学是经常受调侃的，
他也不例外，
我经常调侃他的专业，
他计划带我逛逛西安，
但后来我们的计划改变了，
我们去了陕西省的另一个市宝鸡市，
因为我们考虑到了西安
人太多，
因为节假日人太多了，所以我们就去了其他市，
并且他已经是逛腻了西安，
所以我们就一致决定去个新地方，宝鸡市。
我们从西安到宝鸡来回买了站票，主要是硬座卖光了，宝鸡不愧是18线小城市，
同样规格的酒店在北京得贵好几倍，
到站后映入眼帘的是荒凉，看到了正在建设中的马路和高楼，
果然这边的网约车十分不方便，
特别难约，但是出租车又太贵了。
于是我们坐公交出去玩，
公交车同样也是破破烂烂的，
那时还是大大大夏天
天气非常炎热，
车内连空调都不舍得开，
唯一值得去的地方就是青铜博物馆了。
我们到青铜博物馆的时候已经很累了，
尽管青铜博物馆看起来特别的宏伟，
但是的话我们已经没有精力去逛了，
于是我们就找了个座位休息了一会儿，
参观的心情都没了。
最后我们走马观花的看了一遍，
印象最深的只有他的那个
像一个鼎一样的一个外观，
随后我们就回酒店了，
我们一到酒店
根本就不想出去了，
而且好久没有见面了，于是我们俩就在酒店里待了两天，
玩两天游戏，
白天睡午觉，睡到中午点个外卖，
然后打游戏到深夜这一趟我们就去了个青铜博物馆，
最后离开的时候，我们就去了一下热闹的夜市，想吃一些小吃，弥补一下遗憾，
结果这边的小吃同质化过于严重，
没有什么特色。
排了很久的烤猪蹄，结果味道很一般，只能用索然无味来形容。
我们等了很久的敏欣也是
不加辣椒什么味道都没有，
但是加了后辣椒后却只剩一点辣味了，
自己的游玩只能用些许遗憾来形容，
不过我也是为了拜访我的老朋友，
总之还可以接受。
"
00083.wav,English," When I was in middle school, I went on a trip to Yunnan. It was supposed to be a very
 happy holiday. 
Um, but after we visited Shangri la and returned to Kunming, my younger brother suddenly developed an
 air infection. 
I really love the beautiful scenery of Yunnan, 
especially
 Shangri la. We spend the
 first 2 days in there, and we visited the national park, 
admire the clean water
 of lake. 
And
 I even try the local special food, 
sustainable. 
My brother and I both especially enjoy the
 horseback riding. 
And the instructor carefully selected gentle horses for us. 
However, 
when we finish our stay in Shangri la and return to Kunming, 
my brother began to feel severe pain in his ear. 
At first, we thought it was just a
 common ear disk
 uncomfort. 
But soon he developed fever and was in such pain that
 he held his air, 
even while sleeping at night, 
we quickly took him to the nearest hospital
 where the doctor diagnosed
 him with a cute
 t vs media, 
a requiring immediate treatment. 
Our parents were very worried, and after observing my brother's condition, 
on the day, without any significant improvement, we had to make a tough decision
 and to end the trip early and return home as soon as possible. 
Uh, 
under the doctor's guidance. 
Uh, and
 ah after applying several courses
 of
 ultimate, his condition gradually improved, 
although the trip didn't uh, end as perfectly as we hope. 
It made me realize that the
 health and happiness of my family are the most important thing. 
"
00084.wav,English," A story is the adventure at the old bookstore
 on a lazy, sunny afternoon. 
I was wandering aimlessly on the street. 
By accident, I turned into a rather out of the way alley
 that it was filled with an old smile. 
And as
 as if time had slowed down there, 
suddenly, an old basketball came
 an old
 bookstore
 came in too well. 
The bookstore was
 simple and messy
 with several yellow, the books
 placed randomly
 Jone ban
 in is
 is applicable. 
Erection. 
I walked closer to the bookstore and started
 rummage it through the books. 
A worn out old book with a damaged cover, caught my attention. 
Just as I picked up this
 book to examine if it carefully. 
And
 an old voice came from beside me. 
Young man, you like this book, too. 
I looked up and saw an old man with gray hair smiling at me. 
The old man was sitting on a small
 store beside
 with a loon in his eyes. 
That that was both profound and wise. 
We started chatting about this book, 
and the old man told the story behind it, 
which was a Legend about courage, 
perseverance, 
and dreams. 
I was
 completely
 captivated. 
As if I had, then
 has been
 taken into another world. 
As the chat went deeper, 
I discovered that the old man had a rich life experience. 
He used to be a brave adventure, 
having traveled, having traveled
 to many place
 where few people had been. 
He was also a scholar who loved reading and had profound insights
 into various kinds of knowledge. 
His stories gave me a new understanding and perception of life. 
Before I knew it, I it was already getting dark. 
I said goodbye to the old man and left the alley with a
 with that old work. 
And heart of
 a harvest. 
This this chance encounter was like a bright
 star
 in polluting, 
illuminating my ordinary life. 
Since then, whenever I see this, 
that old book, 
II always think of that afternoon. 
The older
 bookstore, full of stories and admirable old men. 
It has made me understand there are surprises and miracles everywhere in life. 
As long as we have a heart that is good at Discovery. 
"
00085.wav,Chinese,"去年暑假我去了杭州，专门为了西湖的美景，
这是我第一次去杭州，之前只在书上和电影上看到过他的模样，
到达那天天微微下着小雨，
整个西湖笼罩在一层薄雾中，
显得更加神秘而诗意。
走在苏堤上，
沿着蜿蜒的小路，
偶尔能看到岸边的柳树被微风轻轻拂动，
水面上荡漾起了阵阵涟漪，仿佛在向我招手。
后来我租了一艘手划小船慢慢划向湖中心。
船夫是一位年过6旬的老爷爷，
他满脸笑容兴致勃勃地给我讲起了白蛇传的故事。
说到许仙和白娘子在断桥相遇时，
他还指着远处的吊桥感慨道，
唉就在那里传说真的让人相信爱情。
那一刻我仿佛穿越到了千百年前的江南。
中午我去了楼外楼尝试极道
地道的杭州菜，
点了西湖醋鱼和龙井虾仁。
服务员端上来的时候，我看到鱼肉鲜嫩，酸甜适中，虾仁则带着一股清香的茶香味，
真是让我食欲大开。
用餐时窗外正好看见西湖，连吃饭的心情都变得特别美好。
下午我决定登雷峰塔，
从塔顶幅看，
整个西湖尽收眼底，那种震撼的感觉无法用言语形容。
远处的群山连绵起伏，近处的湖光波光粼粼，周围的游人仿佛成了画中的点缀。
晚上我在河坊街闲逛，
那里小吃摊林立，
热闹非凡，我尝了几种小吃，特别是一种叫做定胜糕的传统点心，
软糯香甜，让人回味无穷。
走着走着我还碰到了一家手工艺品铺子，店主热情地介绍起了杭州的丝绸文化，
我买了一条手工刺绣的丝巾作为纪念，
觉得这次这次旅行更加的完美了。
今天我登了雷雷雷峰塔，
也去了楼外楼的杭州菜，尝了尝当地的杭州菜，
也去了小吃街，尝了各种各样的点心，尤其是定胜糕短短几天的杭州之行，让我体会到了江南的温柔与韵味。
虽然离开时心里有些不舍，
但我知道这段记忆会永远留在我的心底。
"
00086.wav,English," Last summer I visited Boston for a short getaway. 
It was my first time in this in this city. 
And I was excited to his role in history and culture. 
I started my trip by walking the freedom trails, 
a path, a path that take me, take you through some of most historic
 side in the city, 
along the way, 
I saw a famous program, 
a rivers house and old North church. 
And I learned a lot about the American
 revolution. 
I also serve as
 final. 
How? 
Where I heard street performers playing Jazz music, 
the south of their
 its instrument
 mixed with the chatter of stories, 
created a lively atmosphere. 
The next day, 
I visited Harvard University
 in the nearby. 
Cambridge, 
walking through the campus. 
I felt a sense of inspiration. It was like stepping into a world where ideas and innovations through
3. 
I spent some time in the Harvard Museum of Natural History, 
looking at habits of fossil and dinosaur skeletons. 
The museum was quiet, 
and the air inside smell like old wood and dust, 
which made it feel even more like a place of Discovery. 
In the evening, 
I had dinner as a small seafood restaurant by the harbor, 
enjoying a place of fresh lobster while watching the sunset all over the water. 
The city has a vibrant, red crown, calm energy. 
And it's made me realize how much there is
 to learn. 
And its parents in places with such deep
 history. 
"
